Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
Kilo,2016-04-17 07:51:00,P,0,2016-04-17 07:56:00,P,0,5,5,12,10,10003,1,1|1
Juliet,2016-04-17 08:08:00,P,0,2016-04-17 08:13:00,P,0,5,5,12,10,10003,1,1|1
India,2016-04-17 08:25:00,P,0,2016-04-17 08:30:00,P,0,5,5,12,10,10003,1,1|1
Hotel,2016-04-17 08:42:00,P,0,2016-04-17 08:47:00,P,0,5,5,12,10,10003,1,1|1
Golf,2016-04-17 08:59:00,P,0,2016-04-17 09:04:00,P,0,5,5,12,10,10003,1,1|1
Foxtrot,2016-04-17 09:16:00,P,0,2016-04-17 09:21:00,P,0,5,5,12,10,10003,1,1|1
Echo,2016-04-17 09:33:00,P,0,2016-04-17 09:38:00,P,0,5,5,12,10,10003,1,1|1
Delta,2016-04-17 09:50:00,P,0,2016-04-17 09:55:00,P,0,5,5,12,10,10003,1,1|1
Charlie,2016-04-17 10:07:00,P,0,2016-04-17 10:12:00,P,0,5,5,12,10,10003,1,1|1
Bravo,2016-04-17 10:24:00,P,0,2016-04-17 10:29:00,P,0,5,5,12,10,10003,1,1|1
Alpha,2016-04-17 10:41:00,P,0,2016-04-17 10:46:00,P,0,5,5,0,0,10003,1,1|1
Alpha,2016-04-17 05:17:00,P,0,2016-04-17 05:22:00,P,0,5,5,12,10,10006,1,1|1
Bravo,2016-04-17 05:34:00,P,0,2016-04-17 05:39:00,P,0,5,5,12,10,10006,1,1|1
Charlie,2016-04-17 05:51:00,P,0,2016-04-17 05:56:00,P,0,5,5,12,10,10006,1,1|1
Delta,2016-04-17 06:08:00,P,0,2016-04-17 06:13:00,P,0,5,5,12,10,10006,1,1|1
Echo,2016-04-17 06:25:00,P,0,2016-04-17 06:30:00,P,0,5,5,12,10,10006,1,1|1
