Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
Kilo,2016-04-17 07:45:00,P,0,2016-04-17 07:50:00,P,0,5,5,12,10,10003,1,1|1
Juliet,2016-04-17 08:02:00,P,0,2016-04-17 08:07:00,P,0,5,5,12,10,10003,1,1|1
India,2016-04-17 08:19:00,P,0,2016-04-17 08:24:00,P,0,5,5,12,10,10003,1,1|1
Hotel,2016-04-17 08:36:00,P,0,2016-04-17 08:41:00,P,0,5,5,12,10,10003,1,1|1
Golf,2016-04-17 08:53:00,P,0,2016-04-17 08:58:00,P,0,5,5,12,10,10003,1,1|1
Foxtrot,2016-04-17 09:10:00,P,0,2016-04-17 09:15:00,P,0,5,5,12,10,10003,1,1|1
Echo,2016-04-17 09:27:00,P,0,2016-04-17 09:32:00,P,0,5,5,12,10,10003,1,1|1
Delta,2016-04-17 09:44:00,P,0,2016-04-17 09:49:00,P,0,5,5,12,10,10003,1,1|1
Charlie,2016-04-17 10:01:00,P,0,2016-04-17 10:06:00,P,0,5,5,12,10,10003,1,1|1
Bravo,2016-04-17 10:18:00,P,0,2016-04-17 10:23:00,P,0,5,5,12,10,10003,1,1|1
Alpha,2016-04-17 10:35:00,P,0,2016-04-17 10:40:00,P,0,5,5,0,0,10003,1,1|1
Alpha,2016-04-17 05:58:00,P,0,2016-04-17 06:03:00,P,0,5,5,12,10,10006,1,1|1
Bravo,2016-04-17 06:15:00,P,0,2016-04-17 06:20:00,P,0,5,5,12,10,10006,1,1|1
Charlie,2016-04-17 06:32:00,P,0,2016-04-17 06:37:00,P,0,5,5,12,10,10006,1,1|1
Delta,2016-04-17 06:49:00,P,0,2016-04-17 06:54:00,P,0,5,5,12,10,10006,1,1|1
Echo,2016-04-17 07:06:00,P,0,2016-04-17 07:11:00,P,0,5,5,12,10,10006,1,1|1
Foxtrot,2016-04-17 07:23:00,P,0,2016-04-17 07:28:00,P,0,5,5,12,10,10006,1,1|1
Golf,2016-04-17 07:40:00,P,0,2016-04-17 07:45:00,P,0,5,5,12,10,10006,1,1|1
Hotel,2016-04-17 07:57:00,P,0,2016-04-17 08:02:00,P,0,5,5,12,10,10006,1,1|1
India,2016-04-17 08:14:00,P,0,2016-04-17 08:19:00,P,0,5,5,12,10,10006,1,1|1
Juliet,2016-04-17 08:31:00,P,0,2016-04-17 08:36:00,P,0,5,5,12,10,10006,1,1|1
Kilo,2016-04-17 08:48:00,P,0,2016-04-17 08:53:00,P,0,5,5,0,0,10006,1,1|1
Alpha,2016-04-17 04:51:00,P,0,2016-04-17 04:56:00,P,0,5,5,12,10,10008,1,1|1
