Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
Kilo,2016-04-17 08:21:00,P,0,2016-04-17 08:26:00,P,0,5,5,12,10,10003,1,1|1
Juliet,2016-04-17 08:38:00,P,0,2016-04-17 08:43:00,P,0,5,5,12,10,10003,1,1|1
India,2016-04-17 08:55:00,P,0,2016-04-17 09:00:00,P,0,5,5,12,10,10003,1,1|1
Hotel,2016-04-17 09:12:00,P,0,2016-04-17 09:17:00,P,0,5,5,12,10,10003,1,1|1
Golf,2016-04-17 09:29:00,P,0,2016-04-17 09:34:00,P,0,5,5,12,10,10003,1,1|1
Foxtrot,2016-04-17 09:46:00,P,0,2016-04-17 09:51:00,P,0,5,5,12,10,10003,1,1|1
Echo,2016-04-17 10:03:00,P,0,2016-04-17 10:08:00,P,0,5,5,12,10,10003,1,1|1
Delta,2016-04-17 10:20:00,P,0,2016-04-17 10:25:00,P,0,5,5,12,10,10003,1,1|1
Charlie,2016-04-17 10:37:00,P,0,2016-04-17 10:42:00,P,0,5,5,12,10,10003,1,1|1
Bravo,2016-04-17 10:54:00,P,0,2016-04-17 10:59:00,P,0,5,5,12,10,10003,1,1|1
Alpha,2016-04-17 11:11:00,P,0,2016-04-17 11:16:00,P,0,5,5,0,0,10003,1,1|1
Alpha,2016-04-17 06:20:00,P,0,2016-04-17 06:25:00,P,0,5,5,12,10,10006,1,1|1
Bravo,2016-04-17 06:37:00,P,0,2016-04-17 06:42:00,P,0,5,5,12,10,10006,1,1|1
Charlie,2016-04-17 06:54:00,P,0,2016-04-17 06:59:00,P,0,5,5,12,10,10006,1,1|1
Delta,2016-04-17 07:11:00,P,0,2016-04-17 07:16:00,P,0,5,5,12,10,10006,1,1|1
Echo,2016-04-17 07:28:00,P,0,2016-04-17 07:33:00,P,0,5,5,12,10,10006,1,1|1
Foxtrot,2016-04-17 07:45:00,P,0,2016-04-17 07:50:00,P,0,5,5,12,10,10006,1,1|1
Golf,2016-04-17 08:02:00,P,0,2016-04-17 08:07:00,P,0,5,5,12,10,10006,1,1|1
Hotel,2016-04-17 08:19:00,P,0,2016-04-17 08:24:00,P,0,5,5,12,10,10006,1,1|1
India,2016-04-17 08:36:00,P,0,2016-04-17 08:41:00,P,0,5,5,12,10,10006,1,1|1
Juliet,2016-04-17 08:53:00,P,0,2016-04-17 08:58:00,P,0,5,5,12,10,10006,1,1|1
Kilo,2016-04-17 09:10:00,P,0,2016-04-17 09:15:00,P,0,5,5,0,0,10006,1,1|1
Alpha,2016-04-17 04:42:00,P,0,2016-04-17 04:47:00,P,0,5,5,12,10,10008,1,1|1
Bravo,2016-04-17 04:59:00,P,0,2016-04-17 05:04:00,P,0,5,5,12,10,10008,1,1|1
Charlie,2016-04-17 05:16:00,P,0,2016-04-17 05:21:00,P,0,5,5,12,10,10008,1,1|1
Delta,2016-04-17 05:33:00,P,0,2016-04-17 05:38:00,P,0,5,5,12,10,10008,1,1|1
Echo,2016-04-17 05:50:00,P,0,2016-04-17 05:55:00,P,0,5,5,12,10,10008,1,1|1
Foxtrot,2016-04-17 06:07:00,P,0,2016-04-17 06:12:00,P,0,5,5,12,10,10008,1,1|1
Golf,2016-04-17 06:24:00,P,0,2016-04-17 06:29:00,P,0,5,5,12,10,10008,1,1|1
Hotel,2016-04-17 06:41:00,P,0,2016-04-17 06:46:00,P,0,5,5,12,10,10008,1,1|1
India,2016-04-17 06:58:00,P,0,2016-04-17 07:03:00,P,0,5,5,12,10,10008,1,1|1
Juliet,2016-04-17 07:15:00,P,0,2016-04-17 07:20:00,P,0,5,5,12,10,10008,1,1|1
Kilo,2016-04-17 07:32:00,P,0,2016-04-17 07:37:00,P,0,5,5,0,0,10008,1,1|1
