Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
Kilo,2016-04-17 08:35:00,P,0,2016-04-17 08:40:00,P,0,5,5,12,10,10003,1,1|1
Juliet,2016-04-17 08:52:00,P,0,2016-04-17 08:57:00,P,0,5,5,12,10,10003,1,1|1
India,2016-04-17 09:09:00,P,0,2016-04-17 09:14:00,P,0,5,5,12,10,10003,1,1|1
Hotel,2016-04-17 09:26:00,P,0,2016-04-17 09:31:00,P,0,5,5,12,10,10003,1,1|1
Golf,2016-04-17 09:43:00,P,0,2016-04-17 09:48:00,P,0,5,5,12,10,10003,1,1|1
Foxtrot,2016-04-17 10:00:00,P,0,2016-04-17 10:05:00,P,0,5,5,12,10,10003,1,1|1
Echo,2016-04-17 10:17:00,P,0,2016-04-17 10:22:00,P,0,5,5,12,10,10003,1,1|1
Delta,2016-04-17 10:34:00,P,0,2016-04-17 10:39:00,P,0,5,5,12,10,10003,1,1|1
Charlie,2016-04-17 10:51:00,P,0,2016-04-17 10:56:00,P,0,5,5,12,10,10003,1,1|1
Bravo,2016-04-17 11:08:00,P,0,2016-04-17 11:13:00,P,0,5,5,12,10,10003,1,1|1
Alpha,2016-04-17 11:25:00,P,0,2016-04-17 11:30:00,P,0,5,5,0,0,10003,1,1|1
Alpha,2016-04-17 05:49:00,P,0,2016-04-17 05:54:00,P,0,5,5,12,10,10006,1,1|1
Bravo,2016-04-17 06:06:00,P,0,2016-04-17 06:11:00,P,0,5,5,12,10,10006,1,1|1
Charlie,2016-04-17 06:23:00,P,0,2016-04-17 06:28:00,P,0,5,5,12,10,10006,1,1|1
Delta,2016-04-17 06:40:00,P,0,2016-04-17 06:45:00,P,0,5,5,12,10,10006,1,1|1
Echo,2016-04-17 06:57:00,P,0,2016-04-17 07:02:00,P,0,5,5,12,10,10006,1,1|1
Foxtrot,2016-04-17 07:14:00,P,0,2016-04-17 07:19:00,P,0,5,5,12,10,10006,1,1|1
Golf,2016-04-17 07:31:00,P,0,2016-04-17 07:36:00,P,0,5,5,12,10,10006,1,1|1
Hotel,2016-04-17 07:48:00,P,0,2016-04-17 07:53:00,P,0,5,5,12,10,10006,1,1|1
India,2016-04-17 08:05:00,P,0,2016-04-17 08:10:00,P,0,5,5,12,10,10006,1,1|1
Juliet,2016-04-17 08:22:00,P,0,2016-04-17 08:27:00,P,0,5,5,12,10,10006,1,1|1
Kilo,2016-04-17 08:39:00,P,0,2016-04-17 08:44:00,P,0,5,5,0,0,10006,1,1|1
Alpha,2016-04-17 05:00:00,P,0,2016-04-17 05:05:00,P,0,5,5,12,10,10008,1,1|1
Bravo,2016-04-17 05:17:00,P,0,2016-04-17 05:22:00,P,0,5,5,12,10,10008,1,1|1
Charlie,2016-04-17 05:34:00,P,0,2016-04-17 05:39:00,P,0,5,5,12,10,10008,1,1|1
Delta,2016-04-17 05:51:00,P,0,2016-04-17 05:56:00,P,0,5,5,12,10,10008,1,1|1
Echo,2016-04-17 06:08:00,P,0,2016-04-17 06:13:00,P,0,5,5,12,10,10008,1,1|1
Foxtrot,2016-04-17 06:25:00,P,0,2016-04-17 06:30:00,P,0,5,5,12,10,10008,1,1|1
Golf,2016-04-17 06:42:00,P,0,2016-04-17 06:47:00,P,0,5,5,12,10,10008,1,1|1
Hotel,2016-04-17 06:59:00,P,0,2016-04-17 07:04:00,P,0,5,5,12,10,10008,1,1|1
India,2016-04-17 07:16:00,P,0,2016-04-17 07:21:00,P,0,5,5,12,10,10008,1,1|1
Juliet,2016-04-17 07:33:00,P,0,2016-04-17 07:38:00,P,0,5,5,12,10,10008,1,1|1
Kilo,2016-04-17 07:50:00,P,0,2016-04-17 07:55:00,P,0,5,5,0,0,10008,1,1|1
Kilo,2016-04-16 08:30:00,P,0,2016-04-16 08:35:00,P,0,5,5,12,10,10009,1,1|1
Juliet,2016-04-16 08:47:00,P,0,2016-04-16 08:52:00,P,0,5,5,12,10,10009,1,1|1
India,2016-04-16 09:04:00,P,0,2016-04-16 09:09:00,P,0,5,5,12,10,10009,1,1|1
Hotel,2016-04-16 09:21:00,P,0,2016-04-16 09:26:00,P,0,5,5,12,10,10009,1,1|1
Golf,2016-04-16 09:38:00,P,0,2016-04-16 09:43:00,P,0,5,5,12,10,10009,1,1|1
Foxtrot,2016-04-16 09:55:00,P,0,2016-04-16 10:00:00,P,0,5,5,12,10,10009,1,1|1
Echo,2016-04-16 10:12:00,P,0,2016-04-16 10:17:00,P,0,5,5,12,10,10009,1,1|1
Delta,2016-04-16 10:29:00,P,0,2016-04-16 10:34:00,P,0,5,5,12,10,10009,1,1|1
Charlie,2016-04-16 10:46:00,P,0,2016-04-16 10:51:00,P,0,5,5,12,10,10009,1,1|1
