Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
Kilo,2016-04-17 07:50:00,P,0,2016-04-17 07:55:00,P,0,5,5,12,10,10003,1,1|1
Juliet,2016-04-17 08:07:00,P,0,2016-04-17 08:12:00,P,0,5,5,12,10,10003,1,1|1
India,2016-04-17 08:24:00,P,0,2016-04-17 08:29:00,P,0,5,5,12,10,10003,1,1|1
Hotel,2016-04-17 08:41:00,P,0,2016-04-17 08:46:00,P,0,5,5,12,10,10003,1,1|1
Golf,2016-04-17 08:58:00,P,0,2016-04-17 09:03:00,P,0,5,5,12,10,10003,1,1|1
Foxtrot,2016-04-17 09:15:00,P,0,2016-04-17 09:20:00,P,0,5,5,12,10,10003,1,1|1
Echo,2016-04-17 09:32:00,P,0,2016-04-17 09:37:00,P,0,5,5,12,10,10003,1,1|1
Delta,2016-04-17 09:49:00,P,0,2016-04-17 09:54:00,P,0,5,5,12,10,10003,1,1|1
Charlie,2016-04-17 10:06:00,P,0,2016-04-17 10:11:00,P,0,5,5,12,10,10003,1,1|1
Bravo,2016-04-17 10:23:00,P,0,2016-04-17 10:28:00,P,0,5,5,12,10,10003,1,1|1
Alpha,2016-04-17 10:40:00,P,0,2016-04-17 10:45:00,P,0,5,5,0,0,10003,1,1|1
Alpha,2016-04-17 05:46:00,P,0,2016-04-17 05:51:00,P,0,5,5,12,10,10006,1,1|1
Bravo,2016-04-17 06:03:00,P,0,2016-04-17 06:08:00,P,0,5,5,12,10,10006,1,1|1
Charlie,2016-04-17 06:20:00,P,0,2016-04-17 06:25:00,P,0,5,5,12,10,10006,1,1|1
Delta,2016-04-17 06:37:00,P,0,2016-04-17 06:42:00,P,0,5,5,12,10,10006,1,1|1
Echo,2016-04-17 06:54:00,P,0,2016-04-17 06:59:00,P,0,5,5,12,10,10006,1,1|1
Foxtrot,2016-04-17 07:11:00,P,0,2016-04-17 07:16:00,P,0,5,5,12,10,10006,1,1|1
Golf,2016-04-17 07:28:00,P,0,2016-04-17 07:33:00,P,0,5,5,12,10,10006,1,1|1
Hotel,2016-04-17 07:45:00,P,0,2016-04-17 07:50:00,P,0,5,5,12,10,10006,1,1|1
India,2016-04-17 08:02:00,P,0,2016-04-17 08:07:00,P,0,5,5,12,10,10006,1,1|1
Juliet,2016-04-17 08:19:00,P,0,2016-04-17 08:24:00,P,0,5,5,12,10,10006,1,1|1
Kilo,2016-04-17 08:36:00,P,0,2016-04-17 08:41:00,P,0,5,5,0,0,10006,1,1|1
Alpha,2016-04-17 04:23:00,P,0,2016-04-17 04:28:00,P,0,5,5,12,10,10008,1,1|1
Bravo,2016-04-17 04:40:00,P,0,2016-04-17 04:45:00,P,0,5,5,12,10,10008,1,1|1
Charlie,2016-04-17 04:57:00,P,0,2016-04-17 05:02:00,P,0,5,5,12,10,10008,1,1|1
Delta,2016-04-17 05:14:00,P,0,2016-04-17 05:19:00,P,0,5,5,12,10,10008,1,1|1
Echo,2016-04-17 05:31:00,P,0,2016-04-17 05:36:00,P,0,5,5,12,10,10008,1,1|1
Foxtrot,2016-04-17 05:48:00,P,0,2016-04-17 05:53:00,P,0,5,5,12,10,10008,1,1|1
Golf,2016-04-17 06:05:00,P,0,2016-04-17 06:10:00,P,0,5,5,12,10,10008,1,1|1
Hotel,2016-04-17 06:22:00,P,0,2016-04-17 06:27:00,P,0,5,5,12,10,10008,1,1|1
India,2016-04-17 06:39:00,P,0,2016-04-17 06:44:00,P,0,5,5,12,10,10008,1,1|1
Juliet,2016-04-17 06:56:00,P,0,2016-04-17 07:01:00,P,0,5,5,12,10,10008,1,1|1
Kilo,2016-04-17 07:13:00,P,0,2016-04-17 07:18:00,P,0,5,5,0,0,10008,1,1|1
Kilo,2016-04-16 07:30:00,P,0,2016-04-16 07:35:00,P,0,5,5,12,10,10009,1,1|1
Juliet,2016-04-16 07:47:00,P,0,2016-04-16 07:52:00,P,0,5,5,12,10,10009,1,1|1
India,2016-04-16 08:04:00,P,0,2016-04-16 08:09:00,P,0,5,5,12,10,10009,1,1|1
Hotel,2016-04-16 08:21:00,P,0,2016-04-16 08:26:00,P,0,5,5,12,10,10009,1,1|1
Golf,2016-04-16 08:38:00,P,0,2016-04-16 08:43:00,P,0,5,5,12,10,10009,1,1|1
Foxtrot,2016-04-16 08:55:00,P,0,2016-04-16 09:00:00,P,0,5,5,12,10,10009,1,1|1
Echo,2016-04-16 09:12:00,P,0,2016-04-16 09:17:00,P,0,5,5,12,10,10009,1,1|1
Delta,2016-04-16 09:29:00,P,0,2016-04-16 09:34:00,P,0,5,5,12,10,10009,1,1|1
Charlie,2016-04-16 09:46:00,P,0,2016-04-16 09:51:00,P,0,5,5,12,10,10009,1,1|1
Bravo,2016-04-16 10:03:00,P,0,2016-04-16 10:08:00,P,0,5,5,12,10,10009,1,1|1
Alpha,2016-04-16 10:20:00,P,0,2016-04-16 10:25:00,P,0,5,5,0,0,10009,1,1|1
Alpha,2016-04-16 20:33:00,P,0,2016-04-16 20:38:00,P,0,5,5,12,10,10012,1,1|1
