Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
Echo,2017-03-01 00:33:00,P,0,2017-03-01 00:38:00,P,0,5,5,10,10,10001,1,1|1
Delta,2017-03-01 00:48:00,P,0,2017-03-01 00:53:00,P,0,5,5,10,10,10001,1,1|1
Charlie,2017-03-01 01:03:00,P,0,2017-03-01 01:08:00,P,0,5,5,10,10,10001,1,1|1
Bravo,2017-03-01 01:18:00,P,0,2017-03-01 01:23:00,P,0,5,5,10,10,10001,1,1|1
Alpha,2017-03-01 01:33:00,P,0,2017-03-01 01:38:00,P,0,5,5,0,0,10001,1,1|1
Alpha,2017-03-01 00:28:00,P,0,2017-03-01 00:33:00,P,0,5,5,10,10,10002,1,1|1
Bravo,2017-03-01 00:43:00,P,0,2017-03-01 00:48:00,P,0,5,5,10,10,10002,1,1|1
Charlie,2017-03-01 00:58:00,P,0,2017-03-01 01:03:00,P,0,5,5,10,10,10002,1,1|1
Delta,2017-03-01 01:13:00,P,0,2017-03-01 01:18:00,P,0,5,5,10,10,10002,1,1|1
Echo,2017-03-01 01:28:00,P,0,2017-03-01 01:33:00,P,0,5,5,0,0,10002,1,1|1
Echo,2017-03-01 00:22:00,P,0,2017-03-01 00:27:00,P,0,5,5,10,10,10003,1,1|1
Delta,2017-03-01 00:37:00,P,0,2017-03-01 00:42:00,P,0,5,5,10,10,10003,1,1|1
Charlie,2017-03-01 00:52:00,P,0,2017-03-01 00:57:00,P,0,5,5,10,10,10003,1,1|1
Bravo,2017-03-01 01:07:00,P,0,2017-03-01 01:12:00,P,0,5,5,10,10,10003,1,1|1
Alpha,2017-03-01 01:22:00,P,0,2017-03-01 01:27:00,P,0,5,5,0,0,10003,1,1|1
Alpha,2017-03-01 00:44:00,P,0,2017-03-01 00:49:00,P,0,5,5,10,10,10004,1,1|1
Bravo,2017-03-01 00:59:00,P,0,2017-03-01 01:04:00,P,0,5,5,10,10,10004,1,1|1
Charlie,2017-03-01 01:14:00,P,0,2017-03-01 01:19:00,P,0,5,5,10,10,10004,1,1|1
Delta,2017-03-01 01:29:00,P,0,2017-03-01 01:34:00,P,0,5,5,10,10,10004,1,1|1
Echo,2017-03-01 01:44:00,P,0,2017-03-01 01:49:00,P,0,5,5,0,0,10004,1,1|1
Echo,2017-03-01 00:48:00,P,0,2017-03-01 00:53:00,P,0,5,5,10,10,10005,1,1|1
Delta,2017-03-01 01:03:00,P,0,2017-03-01 01:08:00,P,0,5,5,10,10,10005,1,1|1
Charlie,2017-03-01 01:18:00,P,0,2017-03-01 01:23:00,P,0,5,5,10,10,10005,1,1|1
Bravo,2017-03-01 01:33:00,P,0,2017-03-01 01:38:00,P,0,5,5,10,10,10005,1,1|1
Alpha,2017-03-01 01:48:00,P,0,2017-03-01 01:53:00,P,0,5,5,0,0,10005,1,1|1
Alpha,2017-03-01 00:42:00,P,0,2017-03-01 00:47:00,P,0,5,5,10,10,10006,1,1|1
Bravo,2017-03-01 00:57:00,P,0,2017-03-01 01:02:00,P,0,5,5,10,10,10006,1,1|1
Charlie,2017-03-01 01:12:00,P,0,2017-03-01 01:17:00,P,0,5,5,10,10,10006,1,1|1
Delta,2017-03-01 01:27:00,P,0,2017-03-01 01:32:00,P,0,5,5,10,10,10006,1,1|1
Echo,2017-03-01 01:42:00,P,0,2017-03-01 01:47:00,P,0,5,5,0,0,10006,1,1|1
Echo,2017-03-01 00:08:00,P,0,2017-03-01 00:13:00,P,0,5,5,10,10,10007,1,1|1
Delta,2017-03-01 00:23:00,P,0,2017-03-01 00:28:00,P,0,5,5,10,10,10007,1,1|1
Charlie,2017-03-01 00:38:00,P,0,2017-03-01 00:43:00,P,0,5,5,10,10,10007,1,1|1
Bravo,2017-03-01 00:53:00,P,0,2017-03-01 00:58:00,P,0,5,5,10,10,10007,1,1|1
Alpha,2017-03-01 01:08:00,P,0,2017-03-01 01:13:00,P,0,5,5,0,0,10007,1,1|1
Alpha,2017-03-01 00:00:00,P,0,2017-03-01 00:05:00,P,0,5,5,10,10,10008,1,1|1
Bravo,2017-03-01 00:15:00,P,0,2017-03-01 00:20:00,P,0,5,5,10,10,10008,1,1|1
Charlie,2017-03-01 00:30:00,P,0,2017-03-01 00:35:00,P,0,5,5,10,10,10008,1,1|1
Delta,2017-03-01 00:45:00,P,0,2017-03-01 00:50:00,P,0,5,5,10,10,10008,1,1|1
Echo,2017-03-01 01:00:00,P,0,2017-03-01 01:05:00,P,0,5,5,0,0,10008,1,1|1
