Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
E,2023-06-14 00:15:43,P,0,2023-06-14 00:20:43,P,0,5,4,5,4,10001,1,1|1
F,2023-06-14 00:26:43,P,0,2023-06-14 00:35:43,P,0,9,4,6,4,10001,1,1|1
G,2023-06-14 00:42:43,P,0,2023-06-14 00:54:43,P,0,12,4,7,4,10001,1,1|1
H,2023-06-14 00:59:43,P,0,2023-06-14 01:10:43,P,0,11,4,5,4,10001,1,1|1
I,2023-06-14 01:14:43,P,0,2023-06-14 01:25:43,P,0,11,4,4,4,10001,1,1|1
J,2023-06-14 01:32:43,P,0,2023-06-14 01:41:43,P,0,9,4,7,4,10001,1,1|1
K,2023-06-14 01:48:43,P,0,2023-06-14 01:59:43,P,0,11,4,7,4,10001,1,1|1
L,2023-06-14 02:04:43,P,0,2023-06-14 02:16:43,P,0,12,4,5,4,10001,1,1|1
M,2023-06-14 02:20:43,P,0,2023-06-14 02:30:43,P,0,10,4,4,4,10001,1,1|1
N,2023-06-14 02:36:43,P,0,2023-06-14 02:45:43,P,0,9,4,6,4,10001,1,1|1
O,2023-06-14 02:50:43,P,0,2023-06-14 03:02:43,P,0,12,4,5,4,10001,1,1|1
P,2023-06-14 03:07:43,P,0,2023-06-14 03:17:43,P,0,10,4,5,4,10001,1,1|1
Q,2023-06-14 03:21:43,P,0,2023-06-14 03:33:43,P,0,12,4,4,4,10001,1,1|1
R,2023-06-14 03:38:43,P,0,2023-06-14 03:45:43,P,0,7,4,5,4,10001,1,1|1
S,2023-06-14 03:49:43,P,0,2023-06-14 03:56:43,P,0,7,4,4,4,10001,1,1|1
T,2023-06-14 04:03:43,P,0,2023-06-14 04:09:43,P,0,6,4,7,4,10001,1,1|1
D,2023-06-14 00:15:43,P,0,2023-06-14 00:20:43,P,0,5,4,5,4,10002,1,1|1
C,2023-06-14 00:27:43,P,0,2023-06-14 00:34:43,P,0,7,4,7,4,10002,1,1|1
B,2023-06-14 00:38:43,P,0,2023-06-14 00:47:43,P,0,9,4,4,4,10002,1,1|1
A,2023-06-14 00:51:43,P,0,2023-06-14 00:59:43,P,0,8,4,4,4,10002,1,1|1
A,2023-06-14 00:15:43,P,0,2023-06-14 00:20:43,P,0,5,4,5,4,10003,1,1|1
B,2023-06-14 00:25:43,P,0,2023-06-14 00:35:43,P,0,10,4,5,4,10003,1,1|1
C,2023-06-14 00:42:43,P,0,2023-06-14 00:52:43,P,0,10,4,7,4,10003,1,1|1
D,2023-06-14 00:56:43,P,0,2023-06-14 01:08:43,P,0,12,4,4,4,10003,1,1|1
E,2023-06-14 01:12:43,P,0,2023-06-14 01:21:43,P,0,9,4,4,4,10003,1,1|1
F,2023-06-14 01:28:43,P,0,2023-06-14 01:35:43,P,0,7,4,7,4,10003,1,1|1
G,2023-06-14 01:39:43,P,0,2023-06-14 01:50:43,P,0,11,4,4,4,10003,1,1|1
H,2023-06-14 01:57:43,P,0,2023-06-14 02:04:43,P,0,7,4,7,4,10003,1,1|1
I,2023-06-14 02:08:43,P,0,2023-06-14 02:16:43,P,0,8,4,4,4,10003,1,1|1
J,2023-06-14 02:21:43,P,0,2023-06-14 02:29:43,P,0,8,4,5,4,10003,1,1|1
K,2023-06-14 02:35:43,P,0,2023-06-14 02:41:43,P,0,6,4,6,4,10003,1,1|1
L,2023-06-14 02:48:43,P,0,2023-06-14 02:55:43,P,0,7,4,7,4,10003,1,1|1
M,2023-06-14 03:02:43,P,0,2023-06-14 03:10:43,P,0,8,4,7,4,10003,1,1|1
N,2023-06-14 03:14:43,P,0,2023-06-14 03:23:43,P,0,9,4,4,4,10003,1,1|1
O,2023-06-14 03:30:43,P,0,2023-06-14 03:40:43,P,0,10,4,7,4,10003,1,1|1
P,2023-06-14 03:46:43,P,0,2023-06-14 03:53:43,P,0,7,4,6,4,10003,1,1|1
Q,2023-06-14 04:00:43,P,0,2023-06-14 04:10:43,P,0,10,4,7,4,10003,1,1|1
R,2023-06-14 04:17:43,P,0,2023-06-14 04:23:43,P,0,6,4,7,4,10003,1,1|1
S,2023-06-14 04:29:43,P,0,2023-06-14 04:40:43,P,0,11,4,6,4,10003,1,1|1
T,2023-06-14 04:44:43,P,0,2023-06-14 04:52:43,P,0,8,4,4,4,10003,1,1|1
U,2023-06-14 04:57:43,P,0,2023-06-14 05:04:43,P,0,7,4,5,4,10003,1,1|1
V,2023-06-14 05:11:43,P,0,2023-06-14 05:19:43,P,0,8,4,7,4,10003,1,1|1
D,2023-06-14 00:15:43,P,0,2023-06-14 00:20:43,P,0,5,4,5,4,10004,1,1|1
C,2023-06-14 00:25:43,P,0,2023-06-14 00:36:43,P,0,11,4,5,4,10004,1,1|1
B,2023-06-14 00:41:43,P,0,2023-06-14 00:52:43,P,0,11,4,5,4,10004,1,1|1
A,2023-06-14 00:58:43,P,0,2023-06-14 01:06:43,P,0,8,4,6,4,10004,1,1|1
A,2023-06-14 00:15:43,P,0,2023-06-14 00:20:43,P,0,5,4,5,4,10005,1,1|1
B,2023-06-14 00:26:43,P,0,2023-06-14 00:32:43,P,0,6,4,6,4,10005,1,1|1
C,2023-06-14 00:38:43,P,0,2023-06-14 00:47:43,P,0,9,4,6,4,10005,1,1|1
D,2023-06-14 00:53:43,P,0,2023-06-14 00:59:43,P,0,6,4,6,4,10005,1,1|1
E,2023-06-14 01:05:43,P,0,2023-06-14 01:13:43,P,0,8,4,6,4,10005,1,1|1
F,2023-06-14 01:20:43,P,0,2023-06-14 01:31:43,P,0,11,4,7,4,10005,1,1|1
G,2023-06-14 01:35:43,P,0,2023-06-14 01:43:43,P,0,8,4,4,4,10005,1,1|1
