Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
G,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,10001,1,1|1
H,2023-06-14 00:24:44,P,0,2023-06-14 00:33:44,P,0,9,4,4,4,10001,1,1|1
I,2023-06-14 00:40:44,P,0,2023-06-14 00:51:44,P,0,11,4,7,4,10001,1,1|1
J,2023-06-14 00:55:44,P,0,2023-06-14 01:04:44,P,0,9,4,4,4,10001,1,1|1
K,2023-06-14 01:08:44,P,0,2023-06-14 01:14:44,P,0,6,4,4,4,10001,1,1|1
L,2023-06-14 01:20:44,P,0,2023-06-14 01:27:44,P,0,7,4,6,4,10001,1,1|1
M,2023-06-14 01:34:44,P,0,2023-06-14 01:44:44,P,0,10,4,7,4,10001,1,1|1
N,2023-06-14 01:51:44,P,0,2023-06-14 02:03:44,P,0,12,4,7,4,10001,1,1|1
O,2023-06-14 02:09:44,P,0,2023-06-14 02:16:44,P,0,7,4,6,4,10001,1,1|1
P,2023-06-14 02:21:44,P,0,2023-06-14 02:33:44,P,0,12,4,5,4,10001,1,1|1
Q,2023-06-14 02:37:44,P,0,2023-06-14 02:43:44,P,0,6,4,4,4,10001,1,1|1
A,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,10002,1,1|1
B,2023-06-14 00:26:44,P,0,2023-06-14 00:34:44,P,0,8,4,6,4,10002,1,1|1
C,2023-06-14 00:39:44,P,0,2023-06-14 00:48:44,P,0,9,4,5,4,10002,1,1|1
D,2023-06-14 00:54:44,P,0,2023-06-14 01:00:44,P,0,6,4,6,4,10002,1,1|1
E,2023-06-14 01:06:44,P,0,2023-06-14 01:18:44,P,0,12,4,6,4,10002,1,1|1
F,2023-06-14 01:23:44,P,0,2023-06-14 01:30:44,P,0,7,4,5,4,10002,1,1|1
G,2023-06-14 01:34:44,P,0,2023-06-14 01:46:44,P,0,12,4,4,4,10002,1,1|1
H,2023-06-14 01:53:44,P,0,2023-06-14 02:02:44,P,0,9,4,7,4,10002,1,1|1
I,2023-06-14 02:07:44,P,0,2023-06-14 02:18:44,P,0,11,4,5,4,10002,1,1|1
J,2023-06-14 02:25:44,P,0,2023-06-14 02:35:44,P,0,10,4,7,4,10002,1,1|1
K,2023-06-14 02:40:44,P,0,2023-06-14 02:46:44,P,0,6,4,5,4,10002,1,1|1
L,2023-06-14 02:50:44,P,0,2023-06-14 02:56:44,P,0,6,4,4,4,10002,1,1|1
M,2023-06-14 03:00:44,P,0,2023-06-14 03:08:44,P,0,8,4,4,4,10002,1,1|1
N,2023-06-14 03:14:44,P,0,2023-06-14 03:24:44,P,0,10,4,6,4,10002,1,1|1
O,2023-06-14 03:29:44,P,0,2023-06-14 03:40:44,P,0,11,4,5,4,10002,1,1|1
P,2023-06-14 03:46:44,P,0,2023-06-14 03:58:44,P,0,12,4,6,4,10002,1,1|1
Q,2023-06-14 04:03:44,P,0,2023-06-14 04:11:44,P,0,8,4,5,4,10002,1,1|1
R,2023-06-14 04:16:44,P,0,2023-06-14 04:22:44,P,0,6,4,5,4,10002,1,1|1
S,2023-06-14 04:27:44,P,0,2023-06-14 04:39:44,P,0,12,4,5,4,10002,1,1|1
T,2023-06-14 04:43:44,P,0,2023-06-14 04:53:44,P,0,10,4,4,4,10002,1,1|1
U,2023-06-14 04:57:44,P,0,2023-06-14 05:06:44,P,0,9,4,4,4,10002,1,1|1
V,2023-06-14 05:10:44,P,0,2023-06-14 05:20:44,P,0,10,4,4,4,10002,1,1|1
E,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,10003,1,1|1
F,2023-06-14 00:26:44,P,0,2023-06-14 00:38:44,P,0,12,4,6,4,10003,1,1|1
G,2023-06-14 00:44:44,P,0,2023-06-14 00:56:44,P,0,12,4,6,4,10003,1,1|1
H,2023-06-14 01:00:44,P,0,2023-06-14 01:06:44,P,0,6,4,4,4,10003,1,1|1
I,2023-06-14 01:13:44,P,0,2023-06-14 01:22:44,P,0,9,4,7,4,10003,1,1|1
J,2023-06-14 01:26:44,P,0,2023-06-14 01:37:44,P,0,11,4,4,4,10003,1,1|1
K,2023-06-14 01:43:44,P,0,2023-06-14 01:50:44,P,0,7,4,6,4,10003,1,1|1
L,2023-06-14 01:56:44,P,0,2023-06-14 02:03:44,P,0,7,4,6,4,10003,1,1|1
M,2023-06-14 02:07:44,P,0,2023-06-14 02:19:44,P,0,12,4,4,4,10003,1,1|1
N,2023-06-14 02:25:44,P,0,2023-06-14 02:33:44,P,0,8,4,6,4,10003,1,1|1
O,2023-06-14 02:38:44,P,0,2023-06-14 02:46:44,P,0,8,4,5,4,10003,1,1|1
P,2023-06-14 02:52:44,P,0,2023-06-14 02:59:44,P,0,7,4,6,4,10003,1,1|1
Q,2023-06-14 03:06:44,P,0,2023-06-14 03:17:44,P,0,11,4,7,4,10003,1,1|1
R,2023-06-14 03:21:44,P,0,2023-06-14 03:32:44,P,0,11,4,4,4,10003,1,1|1
S,2023-06-14 03:39:44,P,0,2023-06-14 03:51:44,P,0,12,4,7,4,10003,1,1|1
T,2023-06-14 03:55:44,P,0,2023-06-14 04:01:44,P,0,6,4,4,4,10003,1,1|1
G,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,10004,1,1|1
H,2023-06-14 00:25:44,P,0,2023-06-14 00:37:44,P,0,12,4,5,4,10004,1,1|1
I,2023-06-14 00:42:44,P,0,2023-06-14 00:53:44,P,0,11,4,5,4,10004,1,1|1
J,2023-06-14 00:58:44,P,0,2023-06-14 01:06:44,P,0,8,4,5,4,10004,1,1|1
K,2023-06-14 01:12:44,P,0,2023-06-14 01:21:44,P,0,9,4,6,4,10004,1,1|1
L,2023-06-14 01:26:44,P,0,2023-06-14 01:36:44,P,0,10,4,5,4,10004,1,1|1
M,2023-06-14 01:43:44,P,0,2023-06-14 01:50:44,P,0,7,4,7,4,10004,1,1|1
N,2023-06-14 01:57:44,P,0,2023-06-14 02:05:44,P,0,8,4,7,4,10004,1,1|1
O,2023-06-14 02:12:44,P,0,2023-06-14 02:20:44,P,0,8,4,7,4,10004,1,1|1
P,2023-06-14 02:27:44,P,0,2023-06-14 02:39:44,P,0,12,4,7,4,10004,1,1|1
Q,2023-06-14 02:43:44,P,0,2023-06-14 02:53:44,P,0,10,4,4,4,10004,1,1|1
D,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,10005,1,1|1
C,2023-06-14 00:24:44,P,0,2023-06-14 00:36:44,P,0,12,4,4,4,10005,1,1|1
B,2023-06-14 00:43:44,P,0,2023-06-14 00:53:44,P,0,10,4,7,4,10005,1,1|1
A,2023-06-14 00:58:44,P,0,2023-06-14 01:06:44,P,0,8,4,5,4,10005,1,1|1
R,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,10006,1,1|1
S,2023-06-14 00:24:44,P,0,2023-06-14 00:35:44,P,0,11,4,4,4,10006,1,1|1
T,2023-06-14 00:39:44,P,0,2023-06-14 00:46:44,P,0,7,4,4,4,10006,1,1|1
U,2023-06-14 00:53:44,P,0,2023-06-14 01:05:44,P,0,12,4,7,4,10006,1,1|1
V,2023-06-14 01:09:44,P,0,2023-06-14 01:19:44,P,0,10,4,4,4,10006,1,1|1
C,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,10007,1,1|1
B,2023-06-14 00:25:44,P,0,2023-06-14 00:33:44,P,0,8,4,5,4,10007,1,1|1
A,2023-06-14 00:38:44,P,0,2023-06-14 00:46:44,P,0,8,4,5,4,10007,1,1|1
C,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,10008,1,1|1
B,2023-06-14 00:24:44,P,0,2023-06-14 00:36:44,P,0,12,4,4,4,10008,1,1|1
A,2023-06-14 00:41:44,P,0,2023-06-14 00:52:44,P,0,11,4,5,4,10008,1,1|1
D,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,10009,1,1|1
C,2023-06-14 00:26:44,P,0,2023-06-14 00:32:44,P,0,6,4,6,4,10009,1,1|1
B,2023-06-14 00:36:44,P,0,2023-06-14 00:47:44,P,0,11,4,4,4,10009,1,1|1
A,2023-06-14 00:51:44,P,0,2023-06-14 01:03:44,P,0,12,4,4,4,10009,1,1|1
A,2023-06-14 00:15:44,P,0,2023-06-14 00:20:44,P,0,5,4,5,4,100010,1,1|1
B,2023-06-14 00:25:44,P,0,2023-06-14 00:32:44,P,0,7,4,5,4,100010,1,1|1
C,2023-06-14 00:36:44,P,0,2023-06-14 00:45:44,P,0,9,4,4,4,100010,1,1|1
D,2023-06-14 00:52:44,P,0,2023-06-14 00:59:44,P,0,7,4,7,4,100010,1,1|1
E,2023-06-14 01:03:44,P,0,2023-06-14 01:13:44,P,0,10,4,4,4,100010,1,1|1
F,2023-06-14 01:17:44,P,0,2023-06-14 01:28:44,P,0,11,4,4,4,100010,1,1|1
G,2023-06-14 01:33:44,P,0,2023-06-14 01:42:44,P,0,9,4,5,4,100010,1,1|1
