Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
C,2024-01-11 00:15:00,P,0,2024-01-11 00:20:00,P,0,5,4,5,4,10001,1,1|1
D,2024-01-11 00:31:00,P,0,2024-01-11 00:46:00,P,0,15,4,11,4,10001,1,1|1
B,2024-01-11 00:15:00,P,0,2024-01-11 00:20:00,P,0,5,4,5,4,10002,1,1|1
C,2024-01-11 00:32:00,P,0,2024-01-11 00:44:00,P,0,12,4,12,4,10002,1,1|1
E,2024-01-11 00:56:00,P,0,2024-01-11 01:03:00,P,0,7,4,12,4,10002,1,1|1
E,2024-01-11 00:15:00,P,0,2024-01-11 00:20:00,P,0,5,4,5,4,10003,1,1|1
C,2024-01-11 00:26:00,P,0,2024-01-11 00:39:00,P,0,13,4,6,4,10003,1,1|1
B,2024-01-11 00:48:00,P,0,2024-01-11 00:59:00,P,0,11,4,9,4,10003,1,1|1
A,2024-01-11 01:03:00,P,0,2024-01-11 01:10:00,P,0,7,4,4,4,10003,1,1|1
B,2024-01-11 00:15:00,P,0,2024-01-11 00:20:00,P,0,5,4,5,4,10004,1,1|1
C,2024-01-11 00:30:00,P,0,2024-01-11 00:44:00,P,0,14,4,10,4,10004,1,1|1
E,2024-01-11 00:48:00,P,0,2024-01-11 01:03:00,P,0,15,4,4,4,10004,1,1|1
C,2024-01-11 00:15:00,P,0,2024-01-11 00:20:00,P,0,5,4,5,4,10005,1,1|1
D,2024-01-11 00:29:00,P,0,2024-01-11 00:39:00,P,0,10,4,9,4,10005,1,1|1
C,2024-01-11 00:15:00,P,0,2024-01-11 00:20:00,P,0,5,4,5,4,10006,1,1|1
D,2024-01-11 00:27:00,P,0,2024-01-11 00:40:00,P,0,13,4,7,4,10006,1,1|1
