Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
E,2024-01-11 00:15:13,P,0,2024-01-11 00:20:13,P,0,5,4,5,4,10001,1,1|1
C,2024-01-11 00:27:13,P,0,2024-01-11 00:41:13,P,0,14,4,7,4,10001,1,1|1
B,2024-01-11 00:48:13,P,0,2024-01-11 01:03:13,P,0,15,4,7,4,10001,1,1|1
A,2024-01-11 01:15:13,P,0,2024-01-11 01:29:13,P,0,14,4,12,4,10001,1,1|1
F,2024-01-11 00:15:13,P,0,2024-01-11 00:20:13,P,0,5,4,5,4,10002,1,1|1
B,2024-01-11 00:33:13,P,0,2024-01-11 00:43:13,P,0,10,4,13,4,10002,1,1|1
C,2024-01-11 00:50:13,P,0,2024-01-11 01:03:13,P,0,13,4,7,4,10002,1,1|1
D,2024-01-11 01:08:13,P,0,2024-01-11 01:18:13,P,0,10,4,5,4,10002,1,1|1
B,2024-01-11 00:15:13,P,0,2024-01-11 00:20:13,P,0,5,4,5,4,10003,1,1|1
C,2024-01-11 00:30:13,P,0,2024-01-11 00:44:13,P,0,14,4,10,4,10003,1,1|1
E,2024-01-11 00:56:13,P,0,2024-01-11 01:02:13,P,0,6,4,12,4,10003,1,1|1
F,2024-01-11 00:15:13,P,0,2024-01-11 00:20:13,P,0,5,4,5,4,10004,1,1|1
B,2024-01-11 00:33:13,P,0,2024-01-11 00:41:13,P,0,8,4,13,4,10004,1,1|1
A,2024-01-11 00:51:13,P,0,2024-01-11 01:01:13,P,0,10,4,10,4,10004,1,1|1
B,2024-01-11 00:15:13,P,0,2024-01-11 00:20:13,P,0,5,4,5,4,10005,1,1|1
C,2024-01-11 00:29:13,P,0,2024-01-11 00:41:13,P,0,12,4,9,4,10005,1,1|1
E,2024-01-11 00:53:13,P,0,2024-01-11 01:05:13,P,0,12,4,12,4,10005,1,1|1
F,2024-01-11 00:15:13,P,0,2024-01-11 00:20:13,P,0,5,4,5,4,10006,1,1|1
B,2024-01-11 00:30:13,P,0,2024-01-11 00:40:13,P,0,10,4,10,4,10006,1,1|1
C,2024-01-11 00:47:13,P,0,2024-01-11 00:55:13,P,0,8,4,7,4,10006,1,1|1
D,2024-01-11 01:05:13,P,0,2024-01-11 01:13:13,P,0,8,4,10,4,10006,1,1|1
