Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
A,2024-01-11 00:15:45,P,0,2024-01-11 00:20:45,P,0,5,4,5,4,10001,1,1|1
B,2024-01-11 00:28:45,P,0,2024-01-11 00:41:45,P,0,13,4,8,4,10001,1,1|1
F,2024-01-11 00:50:45,P,0,2024-01-11 01:01:45,P,0,11,4,9,4,10001,1,1|1
F,2024-01-11 00:15:45,P,0,2024-01-11 00:20:45,P,0,5,4,5,4,10002,1,1|1
B,2024-01-11 00:30:45,P,0,2024-01-11 00:42:45,P,0,12,4,10,4,10002,1,1|1
C,2024-01-11 00:55:45,P,0,2024-01-11 01:01:45,P,0,6,4,13,4,10002,1,1|1
D,2024-01-11 01:12:45,P,0,2024-01-11 01:27:45,P,0,15,4,11,4,10002,1,1|1
F,2024-01-11 00:15:45,P,0,2024-01-11 00:20:45,P,0,5,4,5,4,10003,1,1|1
B,2024-01-11 00:26:45,P,0,2024-01-11 00:37:45,P,0,11,4,6,4,10003,1,1|1
C,2024-01-11 00:50:45,P,0,2024-01-11 00:58:45,P,0,8,4,13,4,10003,1,1|1
D,2024-01-11 01:08:45,P,0,2024-01-11 01:20:45,P,0,12,4,10,4,10003,1,1|1
F,2024-01-11 00:15:45,P,0,2024-01-11 00:20:45,P,0,5,4,5,4,10004,1,1|1
B,2024-01-11 00:24:45,P,0,2024-01-11 00:31:45,P,0,7,4,4,4,10004,1,1|1
A,2024-01-11 00:43:45,P,0,2024-01-11 00:53:45,P,0,10,4,12,4,10004,1,1|1
F,2024-01-11 00:15:45,P,0,2024-01-11 00:20:45,P,0,5,4,5,4,10005,1,1|1
B,2024-01-11 00:25:45,P,0,2024-01-11 00:33:45,P,0,8,4,5,4,10005,1,1|1
C,2024-01-11 00:45:45,P,0,2024-01-11 01:00:45,P,0,15,4,12,4,10005,1,1|1
D,2024-01-11 01:07:45,P,0,2024-01-11 01:16:45,P,0,9,4,7,4,10005,1,1|1
B,2024-01-11 00:15:45,P,0,2024-01-11 00:20:45,P,0,5,4,5,4,10006,1,1|1
C,2024-01-11 00:29:45,P,0,2024-01-11 00:40:45,P,0,11,4,9,4,10006,1,1|1
E,2024-01-11 00:52:45,P,0,2024-01-11 01:00:45,P,0,8,4,12,4,10006,1,1|1
