Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
F,2024-01-11 00:15:47,P,0,2024-01-11 00:20:47,P,0,5,4,5,4,10001,1,1|1
B,2024-01-11 00:32:47,P,0,2024-01-11 00:45:47,P,0,13,4,12,4,10001,1,1|1
C,2024-01-11 00:54:47,P,0,2024-01-11 01:02:47,P,0,8,4,9,4,10001,1,1|1
D,2024-01-11 01:07:47,P,0,2024-01-11 01:21:47,P,0,14,4,5,4,10001,1,1|1
F,2024-01-11 00:15:47,P,0,2024-01-11 00:20:47,P,0,5,4,5,4,10002,1,1|1
B,2024-01-11 00:26:47,P,0,2024-01-11 00:36:47,P,0,10,4,6,4,10002,1,1|1
A,2024-01-11 00:49:47,P,0,2024-01-11 01:00:47,P,0,11,4,13,4,10002,1,1|1
F,2024-01-11 00:15:47,P,0,2024-01-11 00:20:47,P,0,5,4,5,4,10003,1,1|1
B,2024-01-11 00:25:47,P,0,2024-01-11 00:31:47,P,0,6,4,5,4,10003,1,1|1
C,2024-01-11 00:44:47,P,0,2024-01-11 00:52:47,P,0,8,4,13,4,10003,1,1|1
D,2024-01-11 01:00:47,P,0,2024-01-11 01:13:47,P,0,13,4,8,4,10003,1,1|1
F,2024-01-11 00:15:47,P,0,2024-01-11 00:20:47,P,0,5,4,5,4,10004,1,1|1
B,2024-01-11 00:24:47,P,0,2024-01-11 00:32:47,P,0,8,4,4,4,10004,1,1|1
A,2024-01-11 00:41:47,P,0,2024-01-11 00:50:47,P,0,9,4,9,4,10004,1,1|1
F,2024-01-11 00:15:47,P,0,2024-01-11 00:20:47,P,0,5,4,5,4,10005,1,1|1
B,2024-01-11 00:33:47,P,0,2024-01-11 00:46:47,P,0,13,4,13,4,10005,1,1|1
A,2024-01-11 00:59:47,P,0,2024-01-11 01:07:47,P,0,8,4,13,4,10005,1,1|1
A,2024-01-11 00:15:47,P,0,2024-01-11 00:20:47,P,0,5,4,5,4,10006,1,1|1
B,2024-01-11 00:33:47,P,0,2024-01-11 00:40:47,P,0,7,4,13,4,10006,1,1|1
F,2024-01-11 00:47:47,P,0,2024-01-11 00:58:47,P,0,11,4,7,4,10006,1,1|1
