Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
B,2024-01-11 00:15:22,P,0,2024-01-11 00:20:22,P,0,5,4,5,4,10001,1,1|1
C,2024-01-11 00:24:22,P,0,2024-01-11 00:31:22,P,0,7,4,4,4,10001,1,1|1
E,2024-01-11 00:42:22,P,0,2024-01-11 00:50:22,P,0,8,4,11,4,10001,1,1|1
E,2024-01-11 00:15:22,P,0,2024-01-11 00:20:22,P,0,5,4,5,4,10002,1,1|1
C,2024-01-11 00:32:22,P,0,2024-01-11 00:44:22,P,0,12,4,12,4,10002,1,1|1
B,2024-01-11 00:49:22,P,0,2024-01-11 00:55:22,P,0,6,4,5,4,10002,1,1|1
A,2024-01-11 00:59:22,P,0,2024-01-11 01:09:22,P,0,10,4,4,4,10002,1,1|1
C,2024-01-11 00:15:22,P,0,2024-01-11 00:20:22,P,0,5,4,5,4,10003,1,1|1
D,2024-01-11 00:30:22,P,0,2024-01-11 00:37:22,P,0,7,4,10,4,10003,1,1|1
C,2024-01-11 00:15:22,P,0,2024-01-11 00:20:22,P,0,5,4,5,4,10004,1,1|1
D,2024-01-11 00:29:22,P,0,2024-01-11 00:37:22,P,0,8,4,9,4,10004,1,1|1
F,2024-01-11 00:15:22,P,0,2024-01-11 00:20:22,P,0,5,4,5,4,10005,1,1|1
B,2024-01-11 00:29:22,P,0,2024-01-11 00:35:22,P,0,6,4,9,4,10005,1,1|1
C,2024-01-11 00:39:22,P,0,2024-01-11 00:48:22,P,0,9,4,4,4,10005,1,1|1
D,2024-01-11 00:52:22,P,0,2024-01-11 01:05:22,P,0,13,4,4,4,10005,1,1|1
A,2024-01-11 00:15:22,P,0,2024-01-11 00:20:22,P,0,5,4,5,4,10006,1,1|1
B,2024-01-11 00:24:22,P,0,2024-01-11 00:32:22,P,0,8,4,4,4,10006,1,1|1
F,2024-01-11 00:44:22,P,0,2024-01-11 00:58:22,P,0,14,4,12,4,10006,1,1|1
