Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
B,2024-01-11 00:15:16,P,0,2024-01-11 00:20:16,P,0,5,4,5,4,10001,1,1|1
C,2024-01-11 00:25:16,P,0,2024-01-11 00:39:16,P,0,14,4,5,4,10001,1,1|1
E,2024-01-11 00:52:16,P,0,2024-01-11 01:07:16,P,0,15,4,13,4,10001,1,1|1
B,2024-01-11 00:15:16,P,0,2024-01-11 00:20:16,P,0,5,4,5,4,10002,1,1|1
C,2024-01-11 00:27:16,P,0,2024-01-11 00:40:16,P,0,13,4,7,4,10002,1,1|1
E,2024-01-11 00:50:16,P,0,2024-01-11 00:57:16,P,0,7,4,10,4,10002,1,1|1
B,2024-01-11 00:15:16,P,0,2024-01-11 00:20:16,P,0,5,4,5,4,10003,1,1|1
C,2024-01-11 00:24:16,P,0,2024-01-11 00:30:16,P,0,6,4,4,4,10003,1,1|1
E,2024-01-11 00:42:16,P,0,2024-01-11 00:52:16,P,0,10,4,12,4,10003,1,1|1
A,2024-01-11 00:15:16,P,0,2024-01-11 00:20:16,P,0,5,4,5,4,10004,1,1|1
B,2024-01-11 00:30:16,P,0,2024-01-11 00:38:16,P,0,8,4,10,4,10004,1,1|1
F,2024-01-11 00:51:16,P,0,2024-01-11 01:01:16,P,0,10,4,13,4,10004,1,1|1
E,2024-01-11 00:15:16,P,0,2024-01-11 00:20:16,P,0,5,4,5,4,10005,1,1|1
C,2024-01-11 00:29:16,P,0,2024-01-11 00:37:16,P,0,8,4,9,4,10005,1,1|1
B,2024-01-11 00:41:16,P,0,2024-01-11 00:52:16,P,0,11,4,4,4,10005,1,1|1
A,2024-01-11 00:57:16,P,0,2024-01-11 01:10:16,P,0,13,4,5,4,10005,1,1|1
C,2024-01-11 00:15:16,P,0,2024-01-11 00:20:16,P,0,5,4,5,4,10006,1,1|1
D,2024-01-11 00:26:16,P,0,2024-01-11 00:38:16,P,0,12,4,6,4,10006,1,1|1
