Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
C,2024-01-11 00:15:07,P,0,2024-01-11 00:20:07,P,0,5,4,5,4,10001,1,1|1
D,2024-01-11 00:28:07,P,0,2024-01-11 00:38:07,P,0,10,4,8,4,10001,1,1|1
E,2024-01-11 00:15:07,P,0,2024-01-11 00:20:07,P,0,5,4,5,4,10002,1,1|1
C,2024-01-11 00:27:07,P,0,2024-01-11 00:39:07,P,0,12,4,7,4,10002,1,1|1
B,2024-01-11 00:45:07,P,0,2024-01-11 00:57:07,P,0,12,4,6,4,10002,1,1|1
A,2024-01-11 01:06:07,P,0,2024-01-11 01:15:07,P,0,9,4,9,4,10002,1,1|1
F,2024-01-11 00:15:07,P,0,2024-01-11 00:20:07,P,0,5,4,5,4,10003,1,1|1
B,2024-01-11 00:31:07,P,0,2024-01-11 00:41:07,P,0,10,4,11,4,10003,1,1|1
A,2024-01-11 00:54:07,P,0,2024-01-11 01:03:07,P,0,9,4,13,4,10003,1,1|1
A,2024-01-11 00:15:07,P,0,2024-01-11 00:20:07,P,0,5,4,5,4,10004,1,1|1
B,2024-01-11 00:28:07,P,0,2024-01-11 00:35:07,P,0,7,4,8,4,10004,1,1|1
F,2024-01-11 00:40:07,P,0,2024-01-11 00:52:07,P,0,12,4,5,4,10004,1,1|1
B,2024-01-11 00:15:07,P,0,2024-01-11 00:20:07,P,0,5,4,5,4,10005,1,1|1
C,2024-01-11 00:31:07,P,0,2024-01-11 00:38:07,P,0,7,4,11,4,10005,1,1|1
E,2024-01-11 00:43:07,P,0,2024-01-11 00:56:07,P,0,13,4,5,4,10005,1,1|1
F,2024-01-11 00:15:07,P,0,2024-01-11 00:20:07,P,0,5,4,5,4,10006,1,1|1
B,2024-01-11 00:25:07,P,0,2024-01-11 00:35:07,P,0,10,4,5,4,10006,1,1|1
C,2024-01-11 00:46:07,P,0,2024-01-11 00:54:07,P,0,8,4,11,4,10006,1,1|1
D,2024-01-11 01:07:07,P,0,2024-01-11 01:13:07,P,0,6,4,13,4,10006,1,1|1
