Station,TTArrTime,ArrFlag,Loop,TTDepTime,DepFlag,Secn,TTHaltTime,MinHaltTime,TTRunTime,MinRunTime,TrainID,Priority,SubNetwork
E,2024-01-11 00:15:49,P,0,2024-01-11 00:20:49,P,0,5,4,5,4,10001,1,1|1
C,2024-01-11 00:33:49,P,0,2024-01-11 00:48:49,P,0,15,4,13,4,10001,1,1|1
B,2024-01-11 01:01:49,P,0,2024-01-11 01:09:49,P,0,8,4,13,4,10001,1,1|1
A,2024-01-11 01:16:49,P,0,2024-01-11 01:28:49,P,0,12,4,7,4,10001,1,1|1
E,2024-01-11 00:15:49,P,0,2024-01-11 00:20:49,P,0,5,4,5,4,10002,1,1|1
C,2024-01-11 00:24:49,P,0,2024-01-11 00:39:49,P,0,15,4,4,4,10002,1,1|1
B,2024-01-11 00:46:49,P,0,2024-01-11 00:59:49,P,0,13,4,7,4,10002,1,1|1
A,2024-01-11 01:04:49,P,0,2024-01-11 01:16:49,P,0,12,4,5,4,10002,1,1|1
A,2024-01-11 00:15:49,P,0,2024-01-11 00:20:49,P,0,5,4,5,4,10003,1,1|1
B,2024-01-11 00:30:49,P,0,2024-01-11 00:38:49,P,0,8,4,10,4,10003,1,1|1
F,2024-01-11 00:50:49,P,0,2024-01-11 01:04:49,P,0,14,4,12,4,10003,1,1|1
B,2024-01-11 00:15:49,P,0,2024-01-11 00:20:49,P,0,5,4,5,4,10004,1,1|1
C,2024-01-11 00:27:49,P,0,2024-01-11 00:36:49,P,0,9,4,7,4,10004,1,1|1
E,2024-01-11 00:45:49,P,0,2024-01-11 00:58:49,P,0,13,4,9,4,10004,1,1|1
A,2024-01-11 00:15:49,P,0,2024-01-11 00:20:49,P,0,5,4,5,4,10005,1,1|1
B,2024-01-11 00:24:49,P,0,2024-01-11 00:38:49,P,0,14,4,4,4,10005,1,1|1
F,2024-01-11 00:44:49,P,0,2024-01-11 00:55:49,P,0,11,4,6,4,10005,1,1|1
B,2024-01-11 00:15:49,P,0,2024-01-11 00:20:49,P,0,5,4,5,4,10006,1,1|1
C,2024-01-11 00:29:49,P,0,2024-01-11 00:36:49,P,0,7,4,9,4,10006,1,1|1
E,2024-01-11 00:41:49,P,0,2024-01-11 00:52:49,P,0,11,4,5,4,10006,1,1|1
